year,fips,state_fips,county_fips,edu_universe_25_plus,no_schooling,high_school_diploma,ged,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree
2022,37069,37,069,51808,922,12178,1803,5923,10526,2795,665,539
2022,37071,37,071,163467,1456,36442,8995,19128,36503,9473,1193,1562
2022,37081,37,081,361159,7726,67845,10158,32620,87566,38018,8626,9378
2022,37085,37,085,91084,2394,21747,5019,11034,13212,6275,1081,1008
2022,37089,37,089,89502,2310,16674,3553,8155,22562,9453,1730,1671
2022,37097,37,097,137165,2343,30092,6318,13693,31952,11944,2369,1122
2022,37101,37,101,158636,1809,35886,7737,20663,33963,11465,806,730
2022,37105,37,105,44477,454,10521,2545,3964,6947,2186,944,202
2022,37109,37,109,66162,825,16308,3671,7994,15586,3661,127,514
2022,37119,37,119,779742,13388,113449,15497,63105,252148,104871,20103,11577
2022,37125,37,125,76554,274,14681,2230,9917,18111,9644,1770,1028
2022,37127,37,127,67288,381,17790,3310,5386,9550,4070,933,262
2022,37129,37,129,166758,2789,29540,6151,16795,48622,18902,4544,2503
2022,37133,37,133,113391,517,26730,3974,13195,22054,8079,987,1148
2022,37135,37,135,92593,1069,10608,1798,5795,29380,15502,6403,7374
2022,37141,37,141,47102,587,11106,1925,5050,10595,3771,835,342
2022,37147,37,147,106189,927,21185,3167,15462,21790,10861,3075,2962
2022,37151,37,151,101979,1270,27718,7899,11714,15236,3849,327,442
2022,37155,37,155,74653,1105,25125,2764,6125,7983,3512,495,220
2022,37157,37,157,65934,860,16525,5487,6613,7666,2510,109,243
2022,37159,37,159,103703,2004,28843,6108,10293,15868,5977,492,1038
2022,37171,37,171,51154,1059,10892,4349,5849,5895,1905,530,231
2022,37179,37,179,163081,2534,31304,5762,16227,39837,15700,3673,2707
2022,37183,37,183,800325,10231,105835,16706,67887,276418,130332,23725,21326
2022,37191,37,191,79276,1763,22250,3660,7495,9381,4096,718,277
2022,37193,37,193,47735,601,12810,1831,7199,5030,1679,153,105
2022,37195,37,195,53518,1134,17789,1954,5283,8156,2921,416,397
2022,38015,38,015,66937,801,12712,2164,10335,16330,6306,1845,386
2022,38017,38,017,121221,1637,19066,3951,15594,37451,10482,2949,3034
2022,38035,38,035,42903,469,7731,1543,3933,11129,3345,1323,960
2022,38101,38,101,44415,281,10209,1638,5500,7585,2959,1230,241
2022,39003,39,003,67774,704,22726,2562,8032,8393,3887,394,849
2022,39007,39,007,67951,1232,25150,3151,7878,5815,4241,439,267
2022,39013,39,013,48051,353,17449,2650,6005,5758,3360,500,523
2022,39017,39,017,253568,4529,70602,7085,19565,52046,23517,3749,4999
2022,39023,39,023,93343,1209,28138,4612,9671,11874,5948,582,702
2022,39025,39,025,147689,893,45224,8580,12877,27517,13462,2699,1602
2022,39029,39,029,72930,988,29137,3093,8125,7668,3301,531,195
2022,39035,39,035,881495,10012,202991,29805,71262,188321,98430,30459,15001
2022,39041,39,041,152078,1043,24783,1081,10500,54673,23730,4749,3364
2022,39043,39,043,53652,598,15876,1562,5268,9381,4147,912,502
2022,39045,39,045,111154,1010,33702,5228,9880,21313,8602,2013,1218
2022,39049,39,049,889546,15738,195395,22177,57648,229868,103831,24599,18354
2022,39055,39,055,66797,139,14431,1402,4921,17224,8688,1645,1338
2022,39057,39,057,114430,893,23121,3627,11033,24363,17205,2646,2265
2022,39061,39,061,561054,5584,118251,21424,47354,135262,67244,19519,12386
2022,39063,39,063,51720,176,17354,1485,5251,10947,5718,199,372
2022,39085,39,085,168592,1226,46652,6228,16588,36488,14713,2468,1911
2022,39089,39,089,123947,1047,37089,5338,10820,26136,10240,1609,502
2022,39093,39,093,221436,3324,61060,10154,21411,40756,19849,3796,2246
2022,39095,39,095,290548,3351,73457,13865,27600,54158,25328,5384,3045
2022,39099,39,099,160136,1497,49245,6297,14273,29370,13697,3020,1347
2022,39101,39,101,45516,470,15715,3936,3884,5221,1704,506,176
2022,39103,39,103,130825,1258,32833,3535,11411,31511,12501,1807,1579
2022,39109,39,109,77072,431,22854,2171,8471,13395,7332,906,288
2022,39113,39,113,367909,4680,84880,14107,35337,66739,43075,6444,4804
2022,39119,39,119,59167,612,22979,2353,6330,9264,3507,263,193
2022,39133,39,133,108007,1671,32108,3149,7498,24686,11609,1517,1542
2022,39139,39,139,87500,256,32676,5692,7443,9403,4424,1199,667
2022,39141,39,141,54939,1169,21815,3884,4025,5054,2835,859,304
2022,39145,39,145,50635,1042,18779,2652,3515,6725,3203,515,443
2022,39151,39,151,261722,2284,87231,10544,26584,41420,21232,3113,1519
2022,39153,39,153,381824,5754,98709,9697,32196,86862,39919,8216,6084
2022,39155,39,155,143665,1690,55772,4813,11624,21339,7102,1312,870
2022,39157,39,157,63720,309,25192,1984,6031,9012,3986,335,243
2022,39159,39,159,45815,438,11988,1324,3423,12870,4316,1574,382
2022,39165,39,165,171260,869,36047,3851,13645,46729,25000,3183,3128
2022,39169,39,169,77350,2216,28053,3204,5701,11449,6247,918,861
2022,39173,39,173,83791,714,19384,3004,7499,17722,9320,1868,1324
2022,40017,40,017,110736,813,25197,4839,11448,24974,8212,1801,1082
2022,40027,40,027,192912,2037,38098,9338,15893,41661,19443,3963,4824
2022,40031,40,031,79134,668,20239,5103,6818,13457,4985,594,771
2022,40037,40,037,49938,485,17850,2660,4214,7255,2330,473,161
2022,40101,40,101,44163,667,11135,3661,4421,6018,1812,361,543
2022,40109,40,109,524289,11270,103203,21495,38753,121444,44919,12520,8119
2022,40119,40,119,45152,344,10816,2071,2939,9286,5372,930,2546
2022,40125,40,125,48876,671,15312,3490,4139,6517,2298,632,202
2022,40131,40,131,67385,311,19508,2538,7542,10792,4971,713,634
2022,40143,40,143,446485,7941,93250,17977,40995,99401,36639,13628,5551
2022,40145,40,145,59773,1170,14825,2615,7851,10915,4620,725,322
2022,41003,41,003,60509,384,6247,1919,4341,16563,9780,1751,5662
2022,41005,41,005,305468,3836,50605,14311,27308,77456,32250,8248,4516
2022,41017,41,017,153292,270,24693,4981,15939,44622,16714,4863,2503
2022,41019,41,019,83872,770,24675,4417,8076,10084,3987,568,1088
2022,41029,41,029,159606,2934,33735,7340,12730,29885,11596,4767,2021
2022,41033,41,033,66721,180,16988,4219,7478,8577,4780,333,508
2022,41035,41,035,49806,381,13788,3315,5838,6293,2747,593,139
2022,41039,41,039,266272,2227,45197,12399,27040,56336,24357,6946,6514
2022,41043,41,043,92791,821,24816,6749,9778,12716,4828,732,607
2022,41047,41,047,233879,8355,44375,15289,21152,38656,15360,4387,2160
2022,41051,41,051,593654,10645,81014,19642,41029,167613,77144,24396,13035
2022,41053,41,053,60459,1549,10130,2424,5917,12480,6367,1068,619
2022,41059,41,059,54107,1910,13950,4519,4335,6022,3698,495,511
2022,41067,41,067,424015,7408,57385,15231,38619,118932,54852,11668,11001
2022,41071,41,071,75347,1374,13903,3662,5560,15722,5697,1184,1581
2022,42001,42,001,74389,1218,26903,4135,6947,11212,5583,511,743
2022,42003,42,003,895920,8069,202653,27961,90135,234845,113183,28702,24832
2022,42005,42,005,48310,483,21254,2406,5212,4883,2347,168,198
2022,42007,42,007,122124,919,43558,3516,14562,23501,9091,1353,619
2022,42011,42,011,295038,5485,96618,11378,27547,54349,19486,3068,3664
2022,42013,42,013,86339,364,34487,4114,8776,13440,4237,1343,433
2022,42017,42,017,467118,5520,120126,10911,39675,117060,64670,13601,9205
2022,42019,42,019,141915,704,43873,4941,14156,34030,16331,1695,2307
2022,42021,42,021,94252,1173,39262,4175,9654,15770,4571,1013,634
2022,42025,42,025,48947,178,19451,1798,4583,7358,1546,172,41
2022,42027,42,027,96752,367,25600,4836,6975,21011,14630,1329,7528
2022,42029,42,029,377779,3795,64855,8310,22503,127352,63863,11905,10880
2022,42033,42,033,58015,555,23435,3015,7443,7491,2923,808,115
2022,42039,42,039,58528,426,25069,2515,4006,8206,3532,441,860
2022,42041,42,041,185593,1957,46987,7293,18741,41530,24623,4089,4427
2022,42043,42,043,201533,2512,61769,6702,15757,42899,19881,6439,3252
2022,42045,42,045,391674,6424,94199,11146,31653,92185,50457,12103,8792
2022,42049,42,049,186013,1503,61970,8347,17858,33857,17094,4092,3254
2022,42051,42,051,93091,513,40365,4888,9232,12842,5182,832,371
2022,42055,42,055,111211,1278,39511,6010,9432,15375,8929,1894,1021
2022,42063,42,063,54310,634,19716,2321,5750,8564,2788,984,1292
2022,42069,42,069,151185,1780,45428,5566,14949,28179,12951,3365,2709
2022,42071,42,071,379007,5300,115824,16970,28756,78463,33916,6024,5091
2022,42073,42,073,60628,801,20944,2156,6223,11012,3613,497,271
2022,42075,42,075,99863,1335,33286,5094,9323,17118,6400,1185,942
2022,42077,42,077,258605,4079,69825,10698,24265,52762,23638,7639,4768
2022,42079,42,079,232117,5203,73652,13043,25436,37044,16662,2544,1948
2022,42081,42,081,80235,869,27685,3745,9539,12115,5917,956,777
2022,42085,42,085,78496,466,27303,3676,7398,13181,6114,580,1433
2022,42089,42,089,120922,2265,39755,5916,9670,21976,11124,1152,1095
2022,42091,42,091,612393,5258,123401,12839,40588,179138,102121,28268,16937
2022,42095,42,095,222316,2693,64040,8745,24677,44094,20489,2763,2739
2022,42097,42,097,67377,281,26238,5008,6812,9011,3348,276,300
2022,42101,42,101,1076190,27506,261125,43329,64801,212071,122213,32133,23757
2022,42107,42,107,104585,1056,40049,6383,11198,13574,5792,923,131
2022,42111,42,111,54419,379,24895,2956,4158,6262,2502,430,534
2022,42125,42,125,152457,1084,47003,4509,18223,31535,14364,2985,2207
2022,42129,42,129,262804,766,81319,8762,33816,53864,24369,4023,3663
2022,42133,42,133,322939,2225,107062,13738,33554,53994,26571,3816,3816
2022,44003,44,003,128399,1787,26966,6535,13617,27595,11801,3604,1779
2022,44005,44,005,63865,505,10878,1883,4094,21766,8837,3371,1658
2022,44007,44,007,458224,13390,103507,18548,35458,96433,39561,11858,9084
2022,44009,44,009,92169,334,13110,2840,6966,28630,18470,2127,2575
2022,45003,45,003,126234,1253,30372,6360,9908,25224,9881,1675,2085
2022,45007,45,007,144672,1437,36758,7748,16614,22324,9201,2793,2984
2022,45013,45,013,141265,599,23902,4382,12502,37386,20725,4779,2824
2022,45015,45,015,163347,1262,35200,7281,17338,32256,16572,2427,1426
2022,45019,45,019,302242,3688,43013,10045,23287,92551,39641,12725,6251
2022,45035,45,035,112365,1058,22678,5549,15986,20636,8429,1674,789
2022,45041,45,041,92305,1569,26392,3473,9384,13456,7269,555,1758
2022,45045,45,045,376965,4276,67097,14984,34018,99047,42038,8284,8375
2022,45047,45,047,46690,781,12619,2317,5532,6411,3644,875,527
2022,45051,45,051,288791,2841,80669,12451,32672,52356,20760,3176,3461
2022,45055,45,055,46937,441,12565,2357,4178,5735,3729,711,132
2022,45057,45,057,75376,728,17764,3788,7403,15034,8033,468,318
2022,45059,45,059,48046,591,15319,3645,4388,6948,2675,302,317
2022,45063,45,063,212078,1323,44996,6802,25320,45765,23692,3726,4281
2022,45073,45,073,59699,331,14290,3728,7371,10370,4629,1078,1068
2022,45075,45,075,56500,549,16822,3435,7472,5769,3625,405,422
2022,45077,45,077,84419,1763,19648,4734,9215,12230,7422,1109,1632
2022,45079,45,079,267592,1976,46177,9425,23544,61087,35980,8209,7019
2022,45083,45,083,233791,3430,59615,13066,24641,35661,18840,2943,2694
2022,45085,45,085,69619,840,19911,2281,7619,10838,5654,555,816
2022,45091,45,091,201854,2081,41751,6969,19416,51198,25968,4240,1622
2022,46083,46,083,,,,,,,,,
2022,46099,46,099,135601,2662,29296,6084,17077,35095,9244,2218,1955
2022,46103,46,103,79968,1060,16034,4770,10484,16532,7560,2472,1231
2022,47001,47,001,55845,728,13261,4576,6833,7761,4847,694,1115
2022,47009,47,009,102245,493,27522,5466,10734,19151,7524,2307,960
2022,47011,47,011,76194,867,18245,5299,8633,12121,5847,846,1522
2022,47037,47,037,498062,7697,84792,13425,29625,153111,62309,17293,11820
2022,47059,47,059,51768,636,19150,4617,3393,6376,3287,807,260
2022,47063,47,063,44528,642,13906,3022,2421,4235,3094,1297,300
2022,47065,47,065,264720,2556,49789,8623,23196,63023,28104,5972,4540
2022,47093,47,093,331988,2274,67649,13400,31426,83814,31466,8503,8265
2022,47113,47,113,66946,1395,21560,3704,6386,8701,4079,1046,1193
2022,47119,47,119,76275,1281,22194,3636,6069,13456,5328,1948,857
2022,47125,47,125,147640,1848,33580,5355,18275,29086,12681,2184,1899
2022,47141,47,141,53733,521,14007,3460,3857,11250,3336,790,1237
2022,47147,47,147,52230,321,17236,1744,4909,8516,2568,226,402
2022,47149,47,149,230296,2884,53221,9797,20005,53621,17749,3559,2950
2022,47155,47,155,71433,612,22397,4793,5116,12361,3385,707,176
2022,47157,47,157,606353,7499,139739,22051,43370,128529,60255,16395,10531
2022,47163,47,163,117834,1145,34522,6058,11507,19754,6655,1274,1441
2022,47165,47,165,141431,1092,33552,7365,12583,33410,10677,1750,3587
2022,47179,47,179,94506,217,21488,5170,7453,19042,9967,3393,2753
2022,47187,47,187,172767,1868,22625,2855,8846,65710,31543,6807,4124
2022,47189,47,189,109758,1186,25643,5788,10793,27622,8869,1042,1837
2022,48005,48,005,58625,1351,14841,4468,6384,6418,4575,489,124
2022,48021,48,021,70088,3039,13224,3538,3347,12477,4737,1455,461
2022,48027,48,027,238761,4182,48030,9653,22665,43213,15978,3356,1952
2022,48029,48,029,1337500,33184,264232,64692,124570,263643,120403,27071,17732
2022,48037,48,037,62512,390,19975,4107,4605,9365,3398,1158,528
2022,48039,48,039,254850,8228,50220,13248,23246,53685,20688,5047,3579
2022,48041,48,041,127764,3206,21892,3035,8964,31644,17551,1800,7540
2022,48061,48,061,255288,12223,50086,14829,22240,38361,12737,2590,1537
2022,48085,48,085,770907,9136,95315,14853,59858,266265,133369,21641,14118
2022,48091,48,091,128918,1237,20702,4739,11886,35021,17023,2308,2368
2022,48099,48,099,55149,575,11654,5221,4829,6012,2965,247,512
2022,48113,48,113,1692266,56685,329279,56733,103619,366696,167932,44225,24727
2022,48121,48,121,660143,10947,92145,17534,54680,209445,96662,12815,9070
2022,48135,48,135,98119,5108,20576,5217,9620,11591,2573,478,363
2022,48139,48,139,135668,4329,29951,6737,11740,30236,10290,1317,1111
2022,48141,48,141,546029,21225,101778,36413,49030,94135,36262,6095,4229
2022,48157,48,157,576638,13548,78950,14218,43070,181381,77359,17397,13721
2022,48167,48,167,242749,4722,47320,13706,21672,55549,19131,4969,4914
2022,48181,48,181,97311,993,22119,6825,10025,18133,6648,1224,569
2022,48183,48,183,80607,1014,20986,2970,7398,11956,5185,1107,782
2022,48187,48,187,121980,2144,29277,5262,11016,26401,9316,920,1098
2022,48201,48,201,3085911,134345,582192,132666,206943,648621,279404,74744,50263
2022,48203,48,203,48078,553,13444,3795,4456,6847,2974,203,322
2022,48209,48,209,166832,2695,28069,5282,11458,52200,19127,2947,3801
2022,48213,48,213,60198,825,15393,4655,6031,8057,3581,455,273
2022,48215,48,215,511077,19303,108444,20719,25988,76034,23594,6577,2770
2022,48221,48,221,48648,566,12264,2508,2882,11261,3990,386,416
2022,48231,48,231,71203,757,21512,4236,6229,10482,4127,311,337
2022,48245,48,245,167986,4658,41686,8190,17740,26156,7637,1773,783
2022,48251,48,251,128980,2298,33681,7825,11383,23391,6466,404,728
2022,48257,48,257,108618,3675,23711,6241,9370,21791,7000,151,1559
2022,48291,48,291,63366,2428,20311,4651,4813,4439,1088,66,103
2022,48303,48,303,189487,3123,39188,8737,15115,39940,18804,2858,4821
2022,48309,48,309,163373,1551,35863,6378,13540,26036,12584,2759,3307
2022,48329,48,329,107172,3827,21767,5809,9294,21234,9835,1283,408
2022,48339,48,339,446315,6658,84338,17164,34591,117792,48182,7187,7184
2022,48355,48,355,231955,7531,54655,12451,22515,33736,13572,3748,2793
2022,48361,48,361,56727,681,16238,2676,7141,8032,2185,247,154
2022,48367,48,367,112086,2095,21302,5840,9848,27447,8379,3221,725
2022,48375,48,375,72917,2192,15830,7770,5432,8015,3389,1001,470
2022,48381,48,381,96579,1677,20246,3442,9498,20301,7308,1652,1384
2022,48397,48,397,81289,1048,12798,3074,9440,20923,9725,2148,746
2022,48409,48,409,45845,1458,14404,3136,3554,5610,2091,38,281
2022,48423,48,423,159265,2361,28790,8233,18678,28277,10789,2119,1698
2022,48427,48,427,36978,1650,7162,1624,2782,3925,1406,89,486
2022,48439,48,439,1400304,37158,277966,49320,109543,315956,126387,23019,16622
2022,48441,48,441,89055,1040,21017,3814,9991,17712,5556,477,1209
2022,48451,48,451,77318,2209,17234,3726,7207,12815,5039,817,417
2022,48453,48,453,938274,19013,100726,25590,53388,329953,149524,33167,22046
2022,48469,48,469,59267,1547,13985,3654,5544,8108,2009,461,265
2022,48471,48,471,52631,637,12104,5996,4044,9109,3356,139,408
2022,48479,48,479,153782,6559,28197,7280,11537,25525,6363,1827,712
2022,48485,48,485,84089,1602,20100,5108,7580,12912,4874,1539,652
2022,48491,48,491,457034,5542,61254,15534,37077,146758,63574,11736,7932
2022,48497,48,497,51049,1119,14365,4062,4607,9457,2377,646,0
2022,49005,49,005,72266,489,12028,1052,6872,19995,8573,865,1773
2022,49011,49,011,222703,1278,39645,5499,25444,59162,24347,4454,3095
2022,49035,49,035,768693,17842,150308,22336,70069,190506,71240,19499,17458
2022,49045,49,045,47722,375,12898,1348,6067,7398,2527,154,614
2022,49049,49,049,359974,3467,48138,8800,37474,109523,37880,5602,6044
2022,49053,49,053,130774,2052,22097,3310,12444,30271,12993,2857,1797
2022,49057,49,057,171613,2931,42062,6772,18043,32528,13472,1863,1430
2022,50007,50,007,114817,1107,13489,1739,9409,39450,21030,4707,4622
2022,51003,51,003,78971,744,10551,1531,4342,24193,14448,3927,4694
2022,51013,51,013,172399,2075,10240,1905,5090,61474,48644,16530,8195
2022,51015,51,015,58343,633,19970,3575,4682,8659,4411,627,371
2022,51019,51,019,59379,972,14662,2334,4716,14514,5936,1096,675
2022,51041,51,041,256793,2752,47597,7144,22593,74594,33225,4961,5423
2022,51059,51,059,783879,12759,85101,9265,41773,252014,193056,42171,25891
2022,51061,51,061,51678,783,11465,1816,2904,12787,6040,1609,990
2022,51069,51,069,66805,624,19892,2404,4273,13668,6298,895,996
2022,51085,51,085,79173,874,16372,1483,6317,22007,10698,1515,1497
2022,51087,51,087,235415,2972,41197,6507,16641,64451,36102,7057,5605
2022,51095,51,095,59692,372,9618,1083,4992,15411,11385,1928,1738
2022,51107,51,107,282964,5191,27212,6812,14894,102873,63123,10026,6879
2022,51121,51,121,54183,471,11488,1712,3930,12006,8802,1216,4886
2022,51153,51,153,314332,10121,57503,8614,25372,80758,46867,5702,4675
2022,51161,51,161,70151,1900,16272,3423,5545,15700,6775,1876,1068
2022,51165,51,165,58777,437,17485,3790,4165,9646,5266,536,1467
2022,51177,51,177,98872,3028,25655,2924,6796,19735,11058,1696,947
2022,51179,51,179,105357,1215,19863,2365,7765,25896,17066,2407,1168
2022,51199,51,199,48208,98,7023,1423,4634,13880,8143,1083,998
2022,51510,51,510,118226,968,9871,1597,5179,40056,27451,9582,5567
2022,51550,51,550,172265,3358,35309,8072,16419,35115,18685,4062,2356
2022,51650,51,650,93098,673,21032,3636,11574,16872,9066,1500,494
2022,51680,51,680,42958,377,8531,1169,2989,9767,3968,1175,871
2022,51700,51,700,120011,2374,31669,6377,11795,19627,11379,1225,1832
2022,51710,51,710,150042,2218,29886,8713,12581,27759,14804,3868,1790
2022,51740,51,740,62986,1269,15531,4339,4045,9496,3450,550,656
2022,51760,51,760,159331,1965,29211,5627,8471,44457,19553,5351,3656
2022,51770,51,770,68025,2135,17081,4210,3775,12758,5247,1286,1520
2022,51800,51,800,66740,975,14767,2105,6082,13752,5834,913,1402
2022,51810,51,810,317266,3843,59398,11636,30391,75630,37584,6630,7944
2022,53005,53,005,139189,3192,28157,6294,12478,27946,13544,1465,2645
2022,53007,53,007,56004,872,10366,1876,5904,12910,5043,1129,758
2022,53009,53,009,60977,879,10775,2832,7232,11321,6369,1531,934
2022,53011,53,011,361084,4341,71988,16846,38596,73790,33474,6951,4048
2022,53015,53,015,78541,1254,20497,5192,11530,8550,3591,293,602
2022,53021,53,021,58396,3516,11933,3145,4243,6338,3725,614,256
2022,53025,53,025,62938,1717,17045,2561,6156,7493,2622,902,85
2022,53027,53,027,56960,1713,14647,4210,5801,8740,1763,899,202
2022,53029,53,029,64849,349,11552,1425,8350,13727,8128,843,871
2022,53033,53,033,1644114,31433,193019,36864,119721,527919,286257,57965,52372
2022,53035,53,035,197506,2317,35597,7585,25911,45913,17612,5622,2287
2022,53041,53,041,60810,1147,16078,3337,6943,8106,3417,1021,415
2022,53045,53,045,50526,900,11134,3626,6332,7048,3977,1019,286
2022,53053,53,053,633438,9358,138035,31902,72571,117691,53386,12588,8973
2022,53057,53,057,95317,2065,21503,3401,9997,17509,8183,1731,1095
2022,53061,53,061,594717,6000,107443,22504,62199,150116,61702,10376,6786
2022,53063,53,063,381794,3952,71567,18099,45390,82818,33220,9018,5454
2022,53067,53,067,214037,1603,34025,10765,27112,47811,23402,4605,2840
2022,53073,53,073,157171,1639,28569,4643,17687,39226,17124,2624,4591
2022,53077,53,077,158000,8053,41704,9698,14343,20077,7309,1890,643
2022,54003,54,003,90407,1599,24256,7325,10656,14509,5022,1014,1172
2022,54011,54,011,61421,342,14722,3719,4753,12455,6509,1614,1008
2022,54033,54,033,46201,612,13927,3445,3409,7821,4288,1010,529
2022,54039,54,039,127313,1387,36936,7275,10459,22441,9260,4931,1488
2022,54061,54,061,65946,131,14908,2387,4006,15179,10828,2815,3527
2022,54081,54,081,51508,1221,15115,3311,3985,7505,2973,921,352
2022,54107,54,107,59851,625,16335,4001,7425,9215,3473,1065,1006
2022,55009,55,009,183873,2631,45102,7610,21505,39994,15604,2839,1147
2022,55017,55,017,48224,502,14972,1881,7363,8052,2074,298,190
2022,55025,55,025,377099,2027,56565,6718,37222,124280,55524,13398,16681
2022,55027,55,027,65027,305,22532,3055,7051,9104,3104,408,204
2022,55035,55,035,68765,407,14189,1304,10117,16712,8031,1892,2403
2022,55039,55,039,73820,604,25327,3450,9118,10814,3836,432,844
2022,55055,55,055,59749,318,18845,2068,6407,10876,3927,988,156
2022,55059,55,059,115531,1303,29208,5979,13023,22283,6567,1136,1168
2022,55063,55,063,77848,331,17838,2609,10561,16793,7191,1261,1895
2022,55071,55,071,59049,955,21043,1956,6771,10241,2827,952,242
2022,55073,55,073,97403,1279,28072,2821,13867,19878,5951,1824,865
2022,55079,55,079,613220,12343,146481,21260,49087,130581,61110,10994,8524
2022,55087,55,087,132574,924,37605,3580,15026,33824,10895,1754,1076
2022,55089,55,089,66295,0,13681,1202,5490,20911,8044,2057,1920
2022,55097,55,097,45678,259,12083,1048,5405,9260,4118,247,650
2022,55101,55,101,133930,752,29776,7103,13457,29250,10125,2171,868
2022,55105,55,105,113367,1251,32745,5620,12995,19253,6525,1043,963
2022,55109,55,109,66560,417,14343,2331,7468,18141,6361,1288,720
2022,55111,55,111,46683,278,13522,1923,5350,8796,2929,602,311
2022,55117,55,117,83267,899,24578,3448,9560,15780,4985,1477,682
2022,55127,55,127,70973,1273,17928,2250,7036,15516,5703,1269,783
2022,55131,55,131,98749,814,25892,2566,11390,23521,8342,1317,809
2022,55133,55,133,294850,1615,56272,5089,31800,91231,38559,8576,5232
2022,55139,55,139,116840,1055,34298,5608,15702,21781,7884,2378,1543
2022,55141,55,141,52971,394,16466,2224,8650,9129,2638,784,245
2022,56021,56,021,69787,505,13896,4043,10352,12105,6230,924,544
2022,56025,56,025,55389,332,11290,2658,8009,10154,5419,1399,506
2022,72013,72,013,64772,989,17683,1567,8228,15068,3408,483,879
2022,72021,72,021,137284,2014,32061,2218,19338,30232,9545,1769,1803
2022,72025,72,025,94090,1052,19529,4034,12748,19735,9350,1800,1710
2022,72031,72,031,114679,1122,28180,4822,17316,29204,7054,1729,1181
2022,72061,72,061,69589,707,10347,854,5476,19300,8611,4108,3014
2022,72097,72,097,48731,381,14125,2789,3323,8698,2619,517,422
2022,72113,72,113,97341,1695,27321,1307,8266,19333,5132,1558,1463
2022,72127,72,127,253344,3859,48347,4504,26045,68930,22868,11456,7915
2022,72135,72,135,48812,572,10974,2497,7645,11355,2843,425,1082
2022,72137,72,137,54396,97,10113,3446,8836,11652,2930,634,678
2022,72139,72,139,,,,,,,,,
2023,01003,01,003,184852,2165,42015,11062,18948,39152,14009,3763,2319
2023,01015,01,015,78420,1376,19072,4143,7995,10275,6755,985,542
2023,01043,01,043,64307,782,17129,4036,8714,7026,3086,503,450
2023,01049,01,049,48611,1772,15658,3364,5959,4553,1490,313,186
2023,01051,01,051,63874,475,18208,3761,6429,12309,4612,348,311
2023,01055,01,055,72785,2784,21128,3226,8114,7682,3411,1352,685
2023,01069,01,069,75141,1069,20470,4036,7689,10264,5177,1183,572
2023,01073,01,073,449622,4788,96187,15755,40454,96217,43331,15905,9638
2023,01077,01,077,65471,1299,16870,4158,4164,11803,5630,1857,1477
2023,01081,01,081,113445,1672,20054,5169,11700,27718,13281,2026,4217
2023,01083,01,083,79975,808,14787,3874,8378,16614,8621,1007,660
2023,01089,01,089,284230,2746,43370,12052,23855,80680,42523,6030,6407
2023,01095,01,095,66443,2323,15893,6010,5459,9613,3862,678,477
2023,01097,01,097,281188,2208,80474,13854,22024,48785,19960,4935,2615
2023,01101,01,101,149322,2342,33618,7137,11032,29308,16210,3001,2626
2023,01103,01,103,85702,1839,21347,5053,6394,14505,4941,1402,774
2023,01115,01,115,67264,599,18291,4870,5468,10679,4722,297,191
2023,01117,01,117,161917,1105,31517,5511,13621,44346,19734,4121,1330
2023,01121,01,121,58972,1097,19161,3087,5690,4875,3756,1429,462
2023,01125,01,125,144051,3083,33360,7182,11632,26745,13242,2639,4085
2023,02020,02,020,193169,3896,37945,7810,13827,46863,20187,5800,4393
2023,02090,02,090,61164,1256,13898,2451,6239,11808,6192,521,1083
2023,02170,02,170,76765,565,21944,5230,8583,12636,6033,1011,667
2023,04001,04,001,42999,601,11698,2070,3945,3971,2598,218,411
2023,04003,04,003,89455,449,17212,4202,8362,13568,6522,1554,1279
2023,04005,04,005,88138,888,17240,2305,7332,20233,9017,2200,3625
2023,04013,04,013,3145001,67039,577412,113451,286356,710721,328225,75110,48164
2023,04015,04,015,175513,3652,47561,13725,16453,18470,6190,1835,960
2023,04017,04,017,73922,1794,21779,3098,5790,8377,2792,621,677
2023,04019,04,019,735290,11230,127488,29148,64134,153231,77894,19010,20174
2023,04021,04,021,344391,7795,74798,23154,35313,53127,17488,3384,2470
2023,04025,04,025,194914,2728,35523,5977,21278,35625,19116,4521,3179
2023,04027,04,027,140123,3954,31118,8402,10655,16883,5946,1442,156
2023,05007,05,007,205780,1884,47044,8002,17364,51083,21363,3240,2275
2023,05031,05,031,74075,1432,17143,4636,6732,12067,5772,1649,1543
2023,05045,05,045,82109,646,20724,2958,6041,17411,7367,3038,1820
2023,05051,05,051,73545,664,20095,3885,6153,15420,3982,1715,895
2023,05069,05,069,43748,1171,15263,2456,2542,6568,1923,377,691
2023,05085,05,085,52158,819,15469,3425,5307,8512,2598,479,222
2023,05119,05,119,272078,3264,57860,9537,21553,60165,25205,8710,4453
2023,05125,05,125,89559,1214,26796,5011,8842,17111,6787,1732,1223
2023,05131,05,131,87145,2378,20929,4071,7892,12390,5795,1879,1062
2023,05143,05,143,160396,1948,38080,6955,12506,34677,16156,4388,3300
2023,05145,05,145,52190,1484,15567,3739,5349,6457,3969,301,987
2023,06001,06,001,1178124,38681,165165,21279,71351,329012,197410,37781,47265
2023,06007,06,007,134129,2638,25894,4110,17890,25450,9858,2622,2110
2023,06013,06,013,812770,21257,123575,17426,66535,229995,100726,25543,19164
