year,fips,state_fips,county_fips,poverty_universe,below_poverty_level,snap_universe,snap_received,snap_not_received,families_poverty_universe,families_below_poverty,poverty_by_age_universe,poverty_by_age_below,ratio_income_poverty_universe,ratio_under_0_50,ratio_0_50_to_0_99,ratio_1_00_to_1_24,ratio_1_25_to_1_49,ratio_1_50_to_1_84,ratio_1_85_to_1_99
2019,39093,39,093,300670,43023,120299,13922,106377,74430,8098,300670,43023,300670,20957,22066,9214,8119,17293,7226
2019,39095,39,095,418565,76103,182105,32710,149395,107737,14125,418565,76103,418565,40893,35210,16604,20376,33139,11599
2019,39099,39,099,222263,40949,100057,16277,83780,59535,8619,222263,40949,222263,17159,23790,7613,8925,17031,7357
2019,39101,39,101,59151,8782,25013,4374,20639,16000,1505,59151,8782,59151,4463,4319,2247,4633,3627,1735
2019,39103,39,103,177821,8785,70450,4093,66357,,,177821,8785,177821,5063,3722,4342,5454,7152,3975
2019,39109,39,109,105825,9895,41273,3708,37565,,,105825,9895,105825,3137,6758,5872,3053,4437,3488
2019,39113,39,113,512997,79388,224831,29139,195692,130809,14599,512997,79388,512997,36096,43292,26350,21834,28914,14672
2019,39119,39,119,82684,13145,33342,6276,27066,21489,2596,82684,13145,82684,4977,8168,4042,3889,4034,3816
2019,39133,39,133,154441,19305,61018,7941,53077,39423,3087,154441,19305,154441,7237,12068,6624,6119,9716,6749
2019,39139,39,139,113846,14874,49812,6970,42842,32998,2945,113846,14874,113846,5378,9496,5146,6667,7380,4441
2019,39141,39,141,71021,10819,28365,5289,23076,,,71021,10819,71021,4774,6045,4862,2215,2571,2090
2019,39145,39,145,71851,16623,29319,8152,21167,19559,3755,71851,16623,71851,7393,9230,2847,3771,3887,1026
2019,39151,39,151,360332,47403,154280,20213,134067,97240,9227,360332,47403,360332,20953,26450,13581,13621,21609,12390
2019,39153,39,153,530656,76061,224629,28597,196032,134363,13405,530656,76061,530656,29461,46600,15174,22340,27800,20622
2019,39155,39,155,194413,30488,84159,10435,73724,51625,5939,194413,30488,194413,12153,18335,10867,9743,14647,4778
2019,39157,39,157,90515,10551,36788,4142,32646,23917,1859,90515,10551,90515,4141,6410,7012,4297,8423,3660
2019,39165,39,165,226269,8986,84460,3128,81332,,,226269,8986,226269,4662,4324,2328,6192,9061,3727
2019,39169,39,169,111588,10882,44589,4074,40515,29618,1431,111588,10882,111588,4015,6867,6128,4482,7443,3087
2019,39173,39,173,124100,14573,51353,3253,48100,,,124100,14573,124100,7013,7560,2702,5419,5244,2694
2019,40017,40,017,145474,12658,46005,2750,43255,34002,1770,145474,12658,145474,6235,6423,3182,6576,8889,5732
2019,40027,40,027,273675,32536,108673,6038,102635,67686,3490,273675,32536,273675,18621,13915,6942,9431,17138,9068
2019,40031,40,031,111487,19435,41843,6203,35640,26487,3264,111487,19435,111487,6851,12584,8072,5206,7762,2240
2019,40037,40,037,70464,9409,26561,3119,23442,19020,2019,70464,9409,70464,4285,5124,2703,3495,6719,2062
2019,40101,40,101,64107,15355,26842,6252,20590,18512,3360,64107,15355,64107,7748,7607,4469,4145,5206,1955
2019,40109,40,109,782342,116472,305493,37557,267936,187005,20425,782342,116472,782342,51383,65089,38622,40501,56242,22531
2019,40119,40,119,72887,18948,31788,3061,28727,18374,2351,72887,18948,72887,8845,10103,3076,3764,5088,1380
2019,40125,40,125,69508,9802,25655,3599,22056,17795,1726,69508,9802,69508,4421,5381,2609,3997,4743,2996
2019,40131,40,131,90886,10428,35531,2652,32879,25451,2147,90886,10428,90886,3533,6895,3040,1898,6307,3425
2019,40143,40,143,641445,91962,255352,28963,226389,159480,16787,641445,91962,641445,40602,51360,31200,29555,42521,19075
2019,40145,40,145,80634,5908,29837,2241,27596,21399,1007,80634,5908,80634,2386,3522,3254,3502,4830,2795
2019,41003,41,003,87493,15662,37378,3609,33769,,,87493,15662,87493,9065,6597,2911,1274,3546,1968
2019,41005,41,005,415588,29192,161295,14337,146958,108546,4778,415588,29192,415588,14991,14201,11815,12261,15937,9742
2019,41017,41,017,195748,19054,76528,6107,70421,50256,2955,195748,19054,195748,10384,8670,6543,3659,9092,7903
2019,41019,41,019,110041,11363,46186,8371,37815,31396,1835,110041,11363,110041,4096,7267,6000,5620,12947,3817
2019,41029,41,029,218174,30400,87800,15367,72433,53256,4572,218174,30400,218174,12457,17943,8390,13326,10757,9336
2019,41033,41,033,84990,13333,35206,8327,26879,,,84990,13333,84990,5565,7768,7204,7160,6103,1950
2019,41035,41,035,67605,11110,29357,6650,22707,18394,2070,67605,11110,67605,4307,6803,4209,2813,7983,1802
2019,41039,41,039,374921,52629,155696,26198,129498,91847,6665,374921,52629,374921,26187,26442,13495,17366,25990,9979
2019,41043,41,043,127316,16930,49407,8560,40847,30994,2087,127316,16930,127316,6179,10751,4303,6632,8333,5233
2019,41047,41,047,338861,40123,121061,21966,99095,81767,6493,338861,40123,338861,16429,23694,13070,19875,21102,10821
2019,41051,41,051,798137,97044,337903,38606,299297,177647,11588,798137,97044,798137,42910,54134,30209,22225,43000,17631
2019,41053,41,053,84436,6159,31224,3825,27399,,,84436,6159,84436,2279,3880,1955,2361,4741,2687
2019,41059,41,059,73370,10639,27538,4237,23301,,,73370,10639,73370,4086,6553,3660,4444,4279,3056
2019,41067,41,067,594108,49741,222877,16711,206166,144206,7160,594108,49741,594108,26182,23559,13608,16838,19744,18230
2019,41071,41,071,101774,11592,36323,5353,30970,24676,1888,101774,11592,101774,6784,4808,2612,3907,3902,6370
2019,42001,42,001,98783,7066,38703,2683,36020,26375,1516,98783,7066,98783,2454,4612,4212,3144,4482,2928
2019,42003,42,003,1184108,128231,553858,65740,488118,301596,19858,1184108,128231,1184108,64984,63247,32471,34752,53807,32414
2019,42005,42,005,64029,6206,29095,3396,25699,18184,1329,64029,6206,64029,1939,4267,2763,3308,3000,1586
2019,42007,42,007,161388,19433,70745,10995,59750,43107,3610,161388,19433,161388,7635,11798,4793,5058,7812,4832
2019,42011,42,011,407582,41338,154696,19623,135073,105402,7355,407582,41338,407582,22205,19133,12226,15690,24973,14389
2019,42013,42,013,118813,18530,52497,9461,43036,34637,3875,118813,18530,118813,6352,12178,4120,5863,7729,2492
2019,42017,42,017,619209,34158,240491,16407,224084,167024,6770,619209,34158,619209,16064,18094,13448,11202,21039,9949
2019,42019,42,019,182415,13687,77920,8519,69401,50071,2547,182415,13687,182415,6751,6936,4312,6532,9190,3623
2019,42021,42,021,123948,18927,56490,11238,45252,35187,3638,123948,18927,123948,7990,10937,5564,4972,7775,3674
2019,42025,42,025,62852,5152,27107,2597,24510,,,62852,5152,62852,2636,2516,1731,1486,3996,2117
2019,42027,42,027,144042,23510,58963,2361,56602,,,144042,23510,144042,15190,8320,4653,6187,6091,4247
2019,42029,42,029,512854,29862,193234,8966,184268,136514,4592,512854,29862,512854,15437,14425,10294,9675,21661,6544
2019,42033,42,033,73259,9668,31990,6495,25495,20083,1879,73259,9668,73259,2940,6728,4771,3847,5395,1395
2019,42037,42,037,60769,9729,26219,2546,23673,,,60769,9729,60769,4024,5705,1528,2095,2859,2538
2019,42039,42,039,81137,9236,35387,5097,30290,23814,1740,81137,9236,81137,3695,5541,5390,4905,5023,3921
2019,42041,42,041,239536,15990,101823,6876,94947,64780,2889,239536,15990,239536,9669,6321,4903,6396,9674,6496
2019,42043,42,043,273859,31206,113905,11286,102619,67366,5298,273859,31206,273859,17718,13488,11094,14293,18957,5158
2019,42045,42,045,546114,54217,209502,24121,185381,138319,9895,546114,54217,546114,23000,31217,18530,11709,21394,9692
2019,42049,42,049,256304,44656,110128,20540,89588,65759,8227,256304,44656,256304,16655,28001,9896,12053,18016,8262
2019,42051,42,051,124170,22287,54955,13692,41263,32290,4081,124170,22287,124170,7397,14890,5835,4669,8625,3168
2019,42055,42,055,152960,10340,60260,6325,53935,,,152960,10340,152960,5069,5271,8520,6726,11137,7575
2019,42063,42,063,78753,10227,30704,4350,26354,19008,1406,78753,10227,78753,4263,5964,4270,3987,4578,2350
2019,42069,42,069,201705,29831,88154,14783,73371,55846,6944,201705,29831,201705,12726,17105,10613,7979,13134,4843
2019,42071,42,071,532688,59060,204701,15357,189344,142461,10515,532688,59060,532688,26483,32577,15018,14235,32996,13189
2019,42073,42,073,83400,9647,37282,7163,30119,24265,2016,83400,9647,83400,4296,5351,2931,5460,7270,1817
2019,42075,42,075,138363,15889,53861,5895,47966,36317,3512,138363,15889,138363,4643,11246,7067,4722,6471,5802
2019,42077,42,077,358196,42543,137847,21217,116630,95079,8321,358196,42543,358196,16474,26069,17542,15036,24041,14208
2019,42079,42,079,305187,47857,130890,23968,106922,80336,8910,305187,47857,305187,20209,27648,13720,15359,15435,9222
2019,42081,42,081,106514,14896,44842,7025,37817,28763,3049,106514,14896,106514,7321,7575,4756,5412,6672,1783
2019,42085,42,085,101924,12802,46427,8791,37636,29296,2931,101924,12802,101924,4105,8697,3446,4629,6181,2825
2019,42089,42,089,167961,21751,56274,5746,50528,40663,3623,167961,21751,167961,10544,11207,3635,5674,15285,3054
2019,42091,42,091,809780,48791,321373,17842,303531,217598,8624,809780,48791,809780,22099,26692,11524,12515,25304,13056
2019,42095,42,095,294507,21556,114950,10786,104164,76846,3654,294507,21556,294507,10205,11351,8447,9169,15524,3900
2019,42097,42,097,86069,11316,38592,5139,33453,24939,2698,86069,11316,86069,5767,5549,4414,2702,7036,4867
2019,42101,42,101,1539312,359011,619505,170875,448630,338852,62756,1539312,359011,1539312,170100,188911,88962,80259,125477,37444
2019,42107,42,107,133516,15406,58242,9382,48860,37730,2728,133516,15406,133516,7602,7804,4543,7710,9300,3362
2019,42111,42,111,67883,8075,29456,3965,25491,19642,1817,67883,8075,67883,2456,5619,3125,3131,4041,2034
2019,42125,42,125,201112,19836,86716,11550,75166,55227,3696,201112,19836,201112,9130,10706,5888,6666,12382,7242
2019,42129,42,129,342053,36445,155147,19027,136120,94737,6614,342053,36445,342053,17427,19018,11102,9451,17613,9641
2019,42133,42,133,438490,41394,175441,18617,156824,118266,6464,438490,41394,438490,15701,25693,11181,15745,21783,11029
2019,44003,44,003,162863,11886,70166,9640,60526,,,162863,11886,162863,5691,6195,3447,3983,7583,2296
2019,44005,44,005,78448,5878,33690,2556,31134,,,78448,5878,78448,2420,3458,1460,2604,2938,949
2019,44007,44,007,611923,82273,237518,42383,195135,141097,13014,611923,82273,611923,32798,49475,24943,19788,35474,12429
2019,44009,44,009,120313,8334,48051,3000,45051,,,120313,8334,120313,4811,3523,3426,2105,4092,2636
2019,45003,45,003,168051,18942,67889,8139,59750,43932,3657,168051,18942,168051,10912,8030,9677,7482,11915,11178
2019,45007,45,007,199326,25519,75825,7352,68473,52038,4946,199326,25519,199326,12738,12781,12768,9561,13111,6324
2019,45013,45,013,187618,19245,73043,3729,69314,50500,3259,187618,19245,187618,9522,9723,7558,10955,12417,6497
2019,45015,45,015,223674,23969,80640,6220,74420,57117,4888,223674,23969,223674,12177,11792,12068,6851,12517,6789
2019,45019,45,019,399111,44771,165568,10995,154573,95785,7248,399111,44771,399111,21547,23224,13008,11392,21532,8620
2019,45031,45,031,65429,11712,24801,3795,21006,,,65429,11712,65429,3116,8596,5029,5314,6050,734
2019,45035,45,035,159709,14608,57768,3599,54169,41473,3054,159709,14608,159709,6544,8064,4696,3533,9155,5091
2019,45041,45,041,135090,22078,53047,7843,45204,35763,4455,135090,22078,135090,11999,10079,5557,7105,9848,5806
2019,45045,45,045,511083,54283,199551,14868,184683,130296,9577,511083,54283,511083,21664,32619,21132,17492,30157,13392
2019,45047,45,047,67664,13121,28544,3936,24608,17855,2750,67664,13121,67664,5275,7846,5215,3261,3724,3157
2019,45051,45,051,348018,44405,140260,9106,131154,89281,6808,348018,44405,348018,16343,28062,18838,15372,18904,13616
2019,45055,45,055,66319,9448,24544,2126,22418,,,66319,9448,66319,3845,5603,2810,2562,3226,1546
2019,45057,45,057,94181,11665,35410,3461,31949,,,94181,11665,94181,4332,7333,5153,2141,4948,3670
2019,45059,45,059,65292,13632,25901,3484,22417,,,65292,13632,65292,4234,9398,1983,2639,3596,1834
2019,45063,45,063,294896,37176,118193,11646,106547,81118,8038,294896,37176,294896,12683,24493,15210,14533,16303,6736
2019,45073,45,073,78693,10778,31530,4691,26839,,,78693,10778,78693,4766,6012,4001,3043,3360,1926
2019,45075,45,075,83292,22935,32129,6912,25217,20620,4031,83292,22935,83292,9605,13330,3837,4188,5680,3558
2019,45077,45,077,120492,18562,48203,4325,43878,,,120492,18562,120492,9737,8825,6187,6950,9534,2829
2019,45079,45,079,384013,63658,153484,15170,138314,90802,10504,384013,63658,384013,36301,27357,13355,18039,23588,10852
2019,45083,45,083,311193,39852,121256,9477,111779,83432,7911,311193,39852,311193,17923,21929,12914,12952,24613,9514
2019,45085,45,085,104585,18165,44105,6729,37376,29777,4462,104585,18165,104585,8543,9622,4518,5473,7730,3494
2019,45091,45,091,275870,22663,108400,7428,100972,74041,3619,275870,22663,275870,11945,10718,14035,7208,15245,6399
2019,46099,46,099,187796,15711,81046,8598,72448,50949,2635,187796,15711,187796,5188,10523,8026,5055,14955,5711
2019,46103,46,103,110568,13231,44676,4278,40398,,,110568,13231,110568,4460,8771,3537,5532,6346,3208
2019,47001,47,001,75163,12601,30175,3801,26374,,,75163,12601,75163,5701,6900,2863,4805,5174,2863
2019,47009,47,009,130774,13392,50813,4810,46003,35299,2936,130774,13392,130774,6861,6531,5889,5986,8887,2209
2019,47011,47,011,104191,16257,39992,6425,33567,26516,3396,104191,16257,104191,5410,10847,2710,4841,7396,1519
2019,47037,47,037,672007,83113,289427,23522,265905,152833,12164,672007,83113,672007,35424,47689,25208,27963,44185,12824
2019,47059,47,059,66862,10895,28323,2727,25596,,,66862,10895,66862,6248,4647,6756,2335,5806,1099
2019,47065,47,065,357676,45006,148157,14676,133481,91469,8043,357676,45006,357676,20978,24028,15001,15210,22372,8343
2019,47093,47,093,458947,61971,191925,18754,173171,118160,10816,458947,61971,458947,24705,37266,17627,19699,25266,14683
2019,47113,47,113,93946,17211,38930,5482,33448,25748,3911,93946,17211,93946,7006,10205,4075,4947,6515,2008
2019,47119,47,119,95347,6294,37104,2752,34352,,,95347,6294,95347,3994,2300,4461,2083,3414,2416
2019,47125,47,125,203551,26169,76974,9110,67864,53563,4962,203551,26169,203551,13816,12353,11311,12036,10040,7685
2019,47141,47,141,76568,13094,31778,2674,29104,,,76568,13094,76568,6283,6811,3507,3070,5679,1542
2019,47147,47,147,70795,7832,26577,2514,24063,,,70795,7832,70795,3506,4326,1319,3044,5193,1602
2019,47149,47,149,326412,35767,113797,8760,105037,78348,6188,326412,35767,326412,14307,21460,8240,10425,16371,10021
2019,47155,47,155,96564,13154,37933,3851,34082,26538,3176,96564,13154,96564,4280,8874,3714,5936,9017,2769
2019,47157,47,157,919944,154922,353950,57291,296659,215446,26967,919944,154922,919944,73462,81460,46439,43368,66620,29783
2019,47163,47,163,155948,23591,68560,7352,61208,44284,5181,155948,23591,155948,7828,15763,5070,7431,15114,4096
2019,47165,47,165,188964,16135,70098,5588,64510,51272,2724,188964,16135,188964,6859,9276,7381,5251,8433,2236
2019,47179,47,179,124419,20697,55817,4955,50862,,,124419,20697,124419,8784,11913,7081,4334,6995,2532
2019,47187,47,187,236080,10631,84393,1152,83241,,,236080,10631,236080,4965,5666,5707,3643,9932,2642
2019,47189,47,189,143013,10987,51618,4274,47344,40874,2902,143013,10987,143013,3446,7541,4485,3287,7430,2206
2019,48005,48,005,84731,12069,32293,5948,26345,,,84731,12069,84731,4435,7634,4993,6143,5852,2015
2019,48021,48,021,86362,17026,26393,3266,23127,,,86362,17026,86362,4499,12527,3766,1616,8965,1976
2019,48027,48,027,349678,50315,126772,16625,110147,85533,8799,349678,50315,349678,21855,28460,20908,21325,20842,14448
2019,48029,48,029,1970010,300115,646352,88988,557364,419984,50379,1970010,300115,1970010,124337,175778,89806,94127,146560,58675
2019,48037,48,037,87044,14042,34935,3635,31300,23942,2893,87044,14042,87044,5869,8173,4852,4090,7144,4663
2019,48039,48,039,362423,26661,129261,6901,122360,93606,5834,362423,26661,362423,10775,15886,8258,12652,20212,5674
2019,48041,48,041,212908,44273,79971,7739,72232,46530,5459,212908,44273,212908,24121,20152,6333,7890,16357,4875
2019,48061,48,061,421078,107983,129307,33977,95330,100868,22782,421078,107983,421078,42074,65909,35999,29626,34111,14229
2019,48085,48,085,1027126,64958,363599,9860,353739,267206,11662,1027126,64958,1027126,36966,27992,26878,34262,37365,16579
2019,48091,48,091,154833,8692,57004,3801,53203,,,154833,8692,154833,3206,5486,3988,5580,4186,2472
2019,48099,48,099,60637,6385,22093,1425,20668,,,60637,6385,60637,3133,3252,1736,4383,4238,2557
2019,48113,48,113,2606870,363498,940587,93680,846907,595142,63789,2606870,363498,2606870,173990,189508,130282,153144,198638,88776
2019,48121,48,121,873376,56763,305164,11639,293525,214430,8268,873376,56763,873376,25757,31006,16455,20762,47509,17505
2019,48135,48,135,164284,17017,53155,2562,50593,,,164284,17017,164284,12533,4484,4764,8573,13539,6463
2019,48139,48,139,182663,16146,61465,4323,57142,48433,3316,182663,16146,182663,7985,8161,3034,4183,11816,2783
2019,48141,48,141,824034,154535,269150,59608,209542,190410,30504,824034,154535,824034,66768,87767,49483,50508,69925,33476
2019,48157,48,157,805030,51013,253030,16553,236477,205263,9529,805030,51013,805030,20776,30237,22611,29294,29551,14002
2019,48167,48,167,336418,36764,127092,13638,113454,88871,7453,336418,36764,336418,17140,19624,18010,8533,22080,6300
2019,48181,48,181,133208,14885,49024,5619,43405,31811,2555,133208,14885,133208,4653,10232,7589,6093,10633,4448
2019,48183,48,183,119555,21248,45711,5523,40188,28922,3868,119555,21248,119555,5665,15583,4189,7031,8633,6404
2019,48187,48,187,164352,9090,56051,3129,52922,42840,1871,164352,9090,164352,3832,5258,12875,5002,9008,3030
2019,48201,48,201,4668155,704885,1647384,184764,1462620,1113734,134850,4668155,704885,4668155,310027,394858,249865,247276,304967,131887
2019,48203,48,203,64864,14206,24197,4147,20050,,,64864,14206,64864,9008,5198,1759,1462,3281,4939
2019,48209,48,209,220988,28078,77749,5590,72159,,,220988,28078,220988,13986,14092,8354,5016,8298,7562
2019,48213,48,213,81322,15001,30607,4016,26591,,,81322,15001,81322,4695,10306,4573,4075,6123,1902
2019,48215,48,215,858187,234015,247544,67098,180446,196203,48022,858187,234015,858187,103919,130096,65503,58130,77514,36655
2019,48231,48,231,95857,15108,35093,4836,30257,23878,2612,95857,15108,95857,8360,6748,6530,5423,7737,1449
2019,48245,48,245,234226,38807,89273,11263,78010,57692,7515,234226,38807,234226,19701,19106,7750,13409,17090,6875
2019,48251,48,251,173152,20881,59113,5123,53990,44671,4090,173152,20881,173152,9705,11176,5622,9023,15259,3847
2019,48257,48,257,134190,14126,39835,4100,35735,,,134190,14126,134190,5360,8766,6442,6564,10964,2218
2019,48291,48,291,81227,11098,27367,3662,23705,,,81227,11098,81227,4660,6438,5552,5001,3487,2904
2019,48303,48,303,298235,55185,117494,14312,103182,70682,9452,298235,55185,298235,26765,28420,14348,17023,21979,7703
2019,48309,48,309,247000,46098,93021,9428,83593,61892,7868,247000,46098,247000,22379,23719,10723,18656,19884,6755
2019,48329,48,329,174950,18772,59325,3580,55745,,,174950,18772,174950,7663,11109,6590,2251,12688,726
2019,48339,48,339,604280,54763,209528,12893,196635,159033,11109,604280,54763,604280,22703,32060,22305,19140,34424,15990
2019,48347,48,347,59622,12721,24722,4058,20664,,,59622,12721,59622,4158,8563,2044,2902,4644,754
2019,48355,48,355,354426,57130,131194,20099,111095,89872,10363,354426,57130,354426,16916,40214,18740,12656,24060,10512
2019,48361,48,361,82303,9229,31913,3269,28644,,,82303,9229,82303,5299,3930,1916,3811,2328,1394
2019,48367,48,367,139997,11786,43520,2340,41180,,,139997,11786,139997,4953,6833,5352,5791,7481,2949
2019,48375,48,375,110843,23315,44180,6015,38165,27196,5298,110843,23315,110843,9669,13646,10307,6696,9405,7869
2019,48381,48,381,134443,12684,50261,2605,47656,,,134443,12684,134443,6254,6430,2746,4566,7449,1643
2019,48397,48,397,104255,4693,36665,1712,34953,,,104255,4693,104255,2330,2363,804,1660,2638,1724
2019,48409,48,409,65525,8290,21872,2647,19225,,,65525,8290,65525,3884,4406,6903,2939,6175,1479
2019,48423,48,423,227168,28150,78600,6555,72045,53826,4434,227168,28150,227168,13137,15013,10212,12307,11503,7787
2019,48439,48,439,2073147,210667,727094,68572,658522,502678,37846,2073147,210667,2073147,100036,110631,95650,100290,120251,65587
2019,48441,48,441,131530,18476,50282,6364,43918,33096,2459,131530,18476,131530,7831,10645,7818,5819,9569,4426
2019,48451,48,451,113100,13736,43604,4360,39244,28432,2130,113100,13736,113100,7440,6296,4219,5623,4085,4745
2019,48453,48,453,1245110,136100,507751,34055,473696,288916,21833,1245110,136100,1245110,73044,63056,42475,33773,68708,32239
2019,48469,48,469,90376,13142,30058,3110,26948,,,90376,13142,90376,4485,8657,3911,5094,5094,6762
2019,48471,48,471,58325,11476,22201,1241,20960,,,58325,11476,58325,7657,3819,2999,2504,3320,2187
2019,48479,48,479,273276,56108,76326,16615,59711,63094,11122,273276,56108,273276,25042,31066,20053,17867,18173,9002
2019,48485,48,485,118998,15358,48315,5396,42919,29395,2125,118998,15358,118998,6184,9174,2819,7801,9339,7073
2019,48491,48,491,585978,32386,193008,8511,184497,137656,5760,585978,32386,585978,10043,22343,16733,9047,26604,13915
2019,48497,48,497,68873,3662,22882,1748,21134,,,68873,3662,68873,2217,1445,1702,4047,3930,4553
2019,49005,49,005,125154,19159,40206,2184,38022,31519,3150,125154,19159,125154,9370,9789,6436,6546,9119,2649
2019,49011,49,011,352762,18631,109358,4425,104933,86647,3740,352762,18631,352762,5543,13088,8347,8748,14320,9316
2019,49035,49,035,1145934,102587,384692,18820,365872,264920,15380,1145934,102587,1145934,44970,57617,25104,36579,66021,32217
2019,49045,49,045,71835,2058,21292,1205,20087,,,71835,2058,71835,1244,814,1379,5968,3341,1450
2019,49049,49,049,620907,61565,178152,7795,170357,144990,10041,620907,61565,620907,27585,33980,18641,33450,36510,15092
2019,49053,49,053,175008,17147,63144,3481,59663,47478,3260,175008,17147,175008,4469,12678,8147,7796,7238,3300
2019,49057,49,057,257339,14821,87863,6568,81295,64274,1865,257339,14821,257339,5422,9399,10270,7964,16689,8021
2019,50007,50,007,154032,18185,68516,4961,63555,,,154032,18185,154032,9504,8681,3068,3389,4859,3453
2019,51003,51,003,102175,6350,43754,1417,42337,,,102175,6350,102175,3578,2772,2935,1076,2772,3209
2019,51013,51,013,233464,20084,111887,2464,109423,51336,3350,233464,20084,233464,11742,8342,4653,1712,7745,2455
2019,51015,51,015,70290,3949,29951,1611,28340,,,70290,3949,70290,2165,1784,1648,2393,3741,2676
2019,51019,51,019,78236,6572,31390,2611,28779,,,78236,6572,78236,2508,4064,4091,4018,2688,1163
2019,51041,51,041,347984,22942,128920,6563,122357,92640,4092,347984,22942,347984,8438,14504,9000,9321,20680,7023
2019,51059,51,059,1136115,68141,400186,14483,385703,281034,11367,1136115,68141,1136115,31912,36229,23325,27234,35947,12897
2019,51061,51,061,70947,4612,24270,930,23340,,,70947,4612,70947,2217,2395,830,2361,2847,522
2019,51069,51,069,87865,5137,32010,1667,30343,,,87865,5137,87865,3238,1899,1796,3432,4337,1447
2019,51085,51,085,105886,5219,39521,1766,37755,,,105886,5219,105886,2139,3080,2441,2952,3401,681
2019,51087,51,087,327970,29123,130591,9281,121310,79608,4921,327970,29123,327970,12987,16136,12096,6916,22240,8006
2019,51095,51,095,75799,3730,30262,1035,29227,,,75799,3730,75799,2046,1684,1347,1835,2242,808
2019,51107,51,107,411162,12489,133750,4397,129353,104556,2200,411162,12489,411162,8008,4481,5103,10796,5823,4640
2019,51121,51,121,88935,20546,36244,2020,34224,,,88935,20546,88935,15683,4863,3665,1937,4013,2120
2019,51153,51,153,464334,29203,143508,5314,138194,109549,4170,464334,29203,464334,13822,15381,8614,13019,18759,5625
2019,51161,51,161,91835,5685,37506,1964,35542,,,91835,5685,91835,3281,2404,1907,2450,5490,2696
2019,51165,51,165,80111,5709,30462,1213,29249,,,80111,5709,80111,2738,2971,2661,4682,6021,1882
2019,51177,51,177,135189,8711,46427,2962,43465,,,135189,8711,135189,3913,4798,3578,2555,6495,3495
2019,51179,51,179,148352,8820,48092,2458,45634,38331,1499,148352,8820,148352,4743,4077,1918,4642,4619,3641
2019,51199,51,199,66366,3820,26008,616,25392,,,66366,3820,66366,1800,2020,955,1027,1853,917
2019,51510,51,510,157636,13479,71005,2498,68507,,,157636,13479,157636,6664,6815,2623,5156,7786,3074
2019,51550,51,550,238736,19091,86878,7534,79344,63912,3801,238736,19091,238736,7454,11637,8215,5265,12755,3266
2019,51650,51,650,129153,17829,55633,6098,49535,33723,3233,129153,17829,129153,8636,9193,5285,5259,7214,3327
2019,51680,51,680,72374,10718,28950,2664,26286,,,72374,10718,72374,4632,6086,1464,6673,4230,2423
2019,51700,51,700,170897,25244,70918,8546,62372,41509,5024,170897,25244,170897,14031,11213,8190,5730,17247,7202
2019,51710,51,710,217451,39030,88387,12848,75539,49348,6282,217451,39030,217451,19026,20004,13796,7790,15832,7309
2019,51740,51,740,90257,17323,36089,4663,31426,21268,3348,90257,17323,90257,8282,9041,2297,4389,6200,2479
2019,51760,51,760,219742,41516,89878,12489,77389,39031,4341,219742,41516,219742,20798,20718,11971,11458,12057,7146
2019,51770,51,770,97441,20092,40810,5827,34983,21154,3578,97441,20092,97441,6939,13153,3856,5541,5176,2768
2019,51800,51,800,91512,7662,34597,4829,29768,,,91512,7662,91512,3410,4252,3008,2977,5616,2267
2019,51810,51,810,440582,29839,175029,9721,165308,117265,5211,440582,29839,440582,13043,16796,10336,14961,21496,9180
2019,53005,53,005,202390,22932,73678,10275,63403,50681,4664,202390,22932,202390,7978,14954,7013,6290,11825,5673
2019,53007,53,007,76110,11052,28974,3323,25651,,,76110,11052,76110,5048,6004,3857,808,6404,4983
2019,53009,53,009,75805,7732,33022,4885,28137,,,75805,7732,75805,3860,3872,3320,6269,5085,2648
2019,53011,53,011,483997,44734,180862,17682,163180,125365,8034,483997,44734,483997,17581,27153,13436,14954,24236,15192
2019,53015,53,015,108899,13295,42790,7809,34981,28045,2125,108899,13295,108899,6066,7229,4871,5043,9920,1763
2019,53021,53,021,92844,15020,28162,4314,23848,,,92844,15020,92844,6828,8192,4644,6416,12192,1546
2019,53025,53,025,96396,14285,30866,5160,25706,22132,2052,96396,14285,96396,6390,7895,6406,9994,6468,3476
2019,53027,53,027,71874,7023,29920,4766,25154,,,71874,7023,71874,2411,4612,3511,2499,4271,1843
2019,53029,53,029,82344,5412,35586,1495,34091,,,82344,5412,82344,2525,2887,1965,2699,5957,2093
2019,53033,53,033,2221060,168639,907761,67566,840195,537291,23762,2221060,168639,2221060,80942,87697,53658,46093,75021,31726
2019,53035,53,035,262465,18090,107525,8414,99111,73672,3722,262465,18090,262465,8808,9282,9303,7656,11362,5620
2019,53041,53,041,79399,9199,31879,5105,26774,21242,1597,79399,9199,79399,2756,6443,3588,2824,6525,3011
2019,53045,53,045,65650,8386,24820,2853,21967,,,65650,8386,65650,4418,3968,1638,2053,3086,1787
2019,53053,53,053,886807,81121,333657,36971,296686,220414,13079,886807,81121,886807,42232,38889,23019,26235,40449,21806
2019,53057,53,057,125891,14978,49043,4791,44252,33043,2353,125891,14978,125891,7778,7200,4680,4096,6151,2006
2019,53061,53,061,809934,55319,299827,29015,270812,206969,8783,809934,55319,809934,22936,32383,16947,17810,39450,11364
2019,53063,53,063,507100,66260,211723,31163,180560,129660,8977,507100,66260,507100,32266,33994,21073,23427,32859,9589
