year,county_fips,unemployment_rate
2024,01071,3.8
2024,01071,3.6
2024,01071,3.7
2024,01071,3.7
2024,01071,4.1
2024,01071,3.9
2024,01071,3.6
2024,01071,2.6
2024,01071,2.6
2024,01071,3.1
2024,01071,3.6
2024,01071,3.6
2023,01071,3
2023,01071,2.8
2023,01071,2.8
2023,01071,2.9
2023,01071,3
2023,01071,2.9
2023,01071,3
2023,01071,2.2
2023,01071,1.9
2023,01071,2.4
2023,01071,2.9
2023,01071,3
2022,01071,2.2
2022,01071,2.3
2022,01071,2.4
2022,01071,2.6
2022,01071,3.1
2022,01071,3.4
2022,01071,3.4
2022,01071,2.5
2022,01071,2.2
2022,01071,2.5
2022,01071,3.1
2022,01071,3.2
2024,01073,3.2
2024,01073,3.4
2024,01073,3.3
2024,01073,3.2
2024,01073,3.5
2024,01073,3.4
2024,01073,3.3
2024,01073,2.4
2024,01073,2.4
2024,01073,2.8
2024,01073,3.2
2024,01073,3.1
2023,01073,2.5
2023,01073,2.5
2023,01073,2.6
2023,01073,2.6
2023,01073,2.8
2023,01073,2.6
2023,01073,2.7
2023,01073,2
2023,01073,1.8
2023,01073,2.2
2023,01073,2.5
2023,01073,2.6
2022,01073,2
2022,01073,2.2
2022,01073,2.4
2022,01073,2.4
2022,01073,2.9
2022,01073,2.8
2022,01073,3
2022,01073,2.2
2022,01073,2.1
2022,01073,2.5
2022,01073,2.9
2022,01073,3.2
2024,01075,3.3
2024,01075,3.4
2024,01075,3.4
2024,01075,3.2
2024,01075,3.7
2024,01075,4
2024,01075,3.8
2024,01075,2.8
2024,01075,2.9
2024,01075,3.3
2024,01075,3.6
2024,01075,4.1
2023,01075,3
2023,01075,3.1
2023,01075,3.2
2023,01075,3.2
2023,01075,3.5
2023,01075,3.3
2023,01075,3.4
2023,01075,2.2
2023,01075,2.1
2023,01075,2.5
2023,01075,2.7
2023,01075,2.9
2022,01075,2.4
2022,01075,2.3
2022,01075,2.3
2022,01075,2.2
2022,01075,2.7
2022,01075,5.3
2022,01075,3.4
2022,01075,2.3
2022,01075,2.3
2022,01075,2.4
2022,01075,2.9
2022,01075,3
2024,01077,3.3
2024,01077,3.4
2024,01077,3.3
2024,01077,3.2
2024,01077,3.7
2024,01077,4
2024,01077,3.6
2024,01077,2.5
2024,01077,2.4
2024,01077,2.8
2024,01077,3.3
2024,01077,3.4
2023,01077,2.6
2023,01077,2.5
2023,01077,2.7
2023,01077,2.7
2023,01077,3
2023,01077,2.8
2023,01077,3
2023,01077,2.1
2023,01077,1.8
2023,01077,2.2
2023,01077,2.6
2023,01077,2.8
2022,01077,2.1
2022,01077,2.2
2022,01077,2.3
2022,01077,2.4
2022,01077,3
2022,01077,3.1
2022,01077,3.3
2022,01077,2.3
2022,01077,2.1
2022,01077,2.3
2022,01077,2.9
2022,01077,3.1
2024,01079,3
2024,01079,2.9
2024,01079,2.8
2024,01079,2.7
2024,01079,3.2
2024,01079,3.1
2024,01079,2.9
2024,01079,2.1
2024,01079,2
2024,01079,2.4
2024,01079,2.7
2024,01079,2.7
2023,01079,2.1
2023,01079,2
2023,01079,2.2
2023,01079,2.3
2023,01079,2.5
2023,01079,2.3
2023,01079,2.3
2023,01079,1.7
2023,01079,1.4
2023,01079,1.8
2023,01079,2.4
2023,01079,2.3
2022,01079,1.7
2022,01079,1.9
